Price,('Close', 'BOLT.BA'),('High', 'BOLT.BA'),('Low', 'BOLT.BA'),('Open', 'BOLT.BA'),('Volume', 'BOLT.BA')
Ticker,BOLT.BA,BOLT.BA,BOLT.BA,BOLT.BA,BOLT.BA
Date,,,,,
2020-04-17,2.25,2.3399999141693115,2.2100000381469727,2.240000009536743,603937
2020-04-20,2.2899999618530273,2.3299999237060547,2.200000047683716,2.240000009536743,1468108
2020-04-21,2.2899999618530273,2.3299999237060547,2.2100000381469727,2.3299999237060547,1030257
2020-04-22,2.299999952316284,2.319999933242798,2.25,2.299999952316284,1450983
2020-04-23,2.319999933242798,2.3399999141693115,2.25,2.299999952316284,1844471
2020-04-24,2.4000000953674316,2.4000000953674316,2.25,2.3399999141693115,2114501
2020-04-27,2.8299999237060547,2.9000000953674316,2.4200000762939453,2.450000047683716,6152162
2020-04-28,2.890000104904175,3.1500000953674316,2.809999942779541,2.950000047683716,4832362
2020-04-29,2.8399999141693115,2.940000057220459,2.5,2.8399999141693115,2341780
2020-04-30,2.819999933242798,2.9000000953674316,2.75,2.819999933242798,1428477
2020-05-04,2.680000066757202,2.799999952316284,2.549999952316284,2.799999952316284,1199943
2020-05-05,2.7300000190734863,2.740000009536743,2.630000114440918,2.6700000762939453,956397
2020-05-06,2.9700000286102295,2.9700000286102295,2.690000057220459,2.75,2239767
2020-05-07,2.990000009536743,3.1500000953674316,2.9600000381469727,3.0299999713897705,2147730
2020-05-08,2.9600000381469727,3.0799999237060547,2.9000000953674316,3.0,1495836
2020-05-11,3.0199999809265137,3.049999952316284,2.8499999046325684,2.9600000381469727,2152181
2020-05-12,3.0199999809265137,3.109999895095825,3.009999990463257,3.049999952316284,2180782
2020-05-13,2.950000047683716,3.109999895095825,2.8499999046325684,3.049999952316284,641469
2020-05-14,2.950000047683716,3.0299999713897705,2.9100000858306885,2.950000047683716,1467940
2020-05-15,2.9700000286102295,3.0,2.9000000953674316,2.990000009536743,1204388
2020-05-18,3.2899999618530273,3.2899999618530273,3.0,3.0,5127580
2020-05-19,3.190000057220459,3.4100000858306885,3.049999952316284,3.3499999046325684,2689182
2020-05-20,3.2200000286102295,3.2899999618530273,3.109999895095825,3.2899999618530273,957317
2020-05-21,3.2300000190734863,3.240000009536743,3.140000104904175,3.2300000190734863,1041683
2020-05-22,3.2300000190734863,3.25,3.049999952316284,3.200000047683716,1012376
2020-05-26,3.190000057220459,3.2899999618530273,3.1600000858306885,3.240000009536743,845232
2020-05-27,3.1500000953674316,3.2200000286102295,3.049999952316284,3.200000047683716,744340
2020-05-28,2.9700000286102295,3.200000047683716,2.8399999141693115,3.0999999046325684,1296656
2020-05-29,2.9000000953674316,2.9700000286102295,2.819999933242798,2.9700000286102295,1296087
2020-06-01,3.069999933242798,3.0999999046325684,2.859999895095825,2.890000104904175,1330161
2020-06-02,3.119999885559082,3.25,3.0899999141693115,3.119999885559082,925769
2020-06-03,3.1500000953674316,3.2100000381469727,3.0999999046325684,3.1700000762939453,981133
2020-06-04,3.1500000953674316,3.200000047683716,3.069999933242798,3.190000057220459,1085408
2020-06-05,3.1700000762939453,3.200000047683716,3.119999885559082,3.1600000858306885,1380870
2020-06-08,3.240000009536743,3.259999990463257,3.1500000953674316,3.1600000858306885,2248136
2020-06-09,3.200000047683716,3.2699999809265137,3.109999895095825,3.2699999809265137,1270254
2020-06-10,3.2200000286102295,3.240000009536743,3.119999885559082,3.200000047683716,783749
2020-06-11,2.890000104904175,3.200000047683716,2.75,3.200000047683716,1622746
2020-06-12,2.950000047683716,3.049999952316284,2.8499999046325684,2.9100000858306885,1184956
2020-06-16,2.9700000286102295,3.049999952316284,2.869999885559082,2.950000047683716,583699
2020-06-17,2.869999885559082,3.0,2.8499999046325684,2.9700000286102295,958170
2020-06-18,2.6500000953674316,2.8499999046325684,2.5999999046325684,2.8499999046325684,1362494
2020-06-19,2.799999952316284,2.8499999046325684,2.75,2.759999990463257,493043
2020-06-22,2.9000000953674316,2.940000057220459,2.7799999713897705,2.8399999141693115,906284
2020-06-23,2.930000066757202,3.059999942779541,2.9100000858306885,2.940000057220459,824323
2020-06-24,2.859999895095825,2.9600000381469727,2.7899999618530273,2.9600000381469727,793208
2020-06-25,2.8499999046325684,2.9800000190734863,2.7899999618530273,2.799999952316284,239914
2020-06-26,2.809999942779541,2.9000000953674316,2.740000009536743,2.9000000953674316,372582
2020-06-29,2.799999952316284,2.940000057220459,2.75,2.8499999046325684,304210
2020-06-30,2.700000047683716,2.799999952316284,2.490000009536743,2.799999952316284,643409
2020-07-01,2.869999885559082,2.890000104904175,2.700000047683716,2.75,596185
2020-07-02,2.9100000858306885,2.940000057220459,2.869999885559082,2.9100000858306885,487496
2020-07-03,2.950000047683716,2.9600000381469727,2.8399999141693115,2.9000000953674316,353144
2020-07-06,3.119999885559082,3.200000047683716,3.009999990463257,3.049999952316284,1057432
2020-07-07,3.049999952316284,3.1500000953674316,2.990000009536743,3.1500000953674316,581622
2020-07-08,3.0899999141693115,3.140000104904175,3.0,3.140000104904175,522929
2020-07-13,3.0199999809265137,3.0999999046325684,2.990000009536743,3.0899999141693115,1159565
2020-07-14,3.0199999809265137,3.049999952316284,2.9700000286102295,3.0199999809265137,369438
2020-07-15,3.0299999713897705,3.0799999237060547,2.9800000190734863,3.059999942779541,481337
2020-07-16,3.049999952316284,3.059999942779541,3.0,3.0299999713897705,387291
2020-07-17,3.0299999713897705,3.069999933242798,3.0,3.059999942779541,649128
2020-07-20,3.0199999809265137,3.0799999237060547,3.0,3.0,408276
2020-07-21,3.0,3.069999933242798,2.950000047683716,3.069999933242798,882483
2020-07-22,3.009999990463257,3.049999952316284,2.9800000190734863,3.049999952316284,643394
2020-07-23,3.0199999809265137,3.069999933242798,2.9800000190734863,3.0399999618530273,1234963
2020-07-24,3.0899999141693115,3.0899999141693115,3.0199999809265137,3.049999952316284,977163
2020-07-27,4.449999809265137,4.449999809265137,3.0999999046325684,3.0999999046325684,15732013
2020-07-28,4.650000095367432,6.5,3.5199999809265137,4.670000076293945,37805522
2020-07-29,4.119999885559082,5.199999809265137,3.7699999809265137,4.860000133514404,7083117
2020-07-30,4.289999961853027,4.5,3.799999952316284,4.150000095367432,4937097
2020-07-31,4.320000171661377,4.440000057220459,4.210000038146973,4.260000228881836,2231479
2020-08-03,4.25,4.320000171661377,4.099999904632568,4.320000171661377,2936816
2020-08-04,4.170000076293945,4.5,4.099999904632568,4.420000076293945,2040223
2020-08-05,3.9700000286102295,4.269999980926514,3.940000057220459,4.199999809265137,1423545
2020-08-06,3.890000104904175,4.050000190734863,3.799999952316284,4.0,1300671
2020-08-07,4.190000057220459,4.25,3.819999933242798,3.9200000762939453,1709657
2020-08-10,4.300000190734863,4.300000190734863,4.099999904632568,4.099999904632568,1744702
2020-08-11,4.78000020980835,4.800000190734863,4.349999904632568,4.360000133514404,5608416
2020-08-12,4.699999809265137,4.980000019073486,4.460000038146973,4.900000095367432,2532113
2020-08-13,4.639999866485596,4.849999904632568,4.550000190734863,4.800000190734863,1007516
2020-08-14,4.489999771118164,4.78000020980835,4.349999904632568,4.630000114440918,1176206
2020-08-18,4.300000190734863,4.5,4.199999809265137,4.5,1044637
2020-08-19,4.329999923706055,4.389999866485596,4.210000038146973,4.300000190734863,873571
2020-08-20,4.610000133514404,4.610000133514404,4.199999809265137,4.340000152587891,1254557
2020-08-21,4.699999809265137,4.900000095367432,4.409999847412109,4.570000171661377,1807670
2020-08-24,4.579999923706055,4.699999809265137,4.449999809265137,4.699999809265137,702275
2020-08-25,4.519999980926514,4.579999923706055,4.25,4.579999923706055,692409
2020-08-26,4.420000076293945,4.599999904632568,4.349999904632568,4.599999904632568,410353
2020-08-27,4.230000019073486,4.489999771118164,4.170000076293945,4.420000076293945,947042
2020-08-28,4.380000114440918,4.429999828338623,4.090000152587891,4.269999980926514,1055944
2020-08-31,4.369999885559082,4.5,4.230000019073486,4.380000114440918,871820
2020-09-01,4.300000190734863,4.449999809265137,4.269999980926514,4.369999885559082,500209
2020-09-02,4.239999771118164,4.349999904632568,4.150000095367432,4.300000190734863,483598
2020-09-03,4.179999828338623,4.320000171661377,4.150000095367432,4.239999771118164,504433
2020-09-04,4.480000019073486,4.480000019073486,3.9600000381469727,4.179999828338623,1495258
2020-09-07,4.699999809265137,4.849999904632568,4.480000019073486,4.5,1966693
2020-09-08,4.630000114440918,4.679999828338623,4.420000076293945,4.5,1662696
2020-09-09,4.739999771118164,4.75,4.5,4.659999847412109,1700874
2020-09-10,4.75,4.849999904632568,4.690000057220459,4.739999771118164,1049700
2020-09-11,4.75,4.789999961853027,4.599999904632568,4.699999809265137,843051
2020-09-14,4.650000095367432,4.840000152587891,4.539999961853027,4.840000152587891,627558
2020-09-15,4.599999904632568,4.699999809265137,4.46999979019165,4.699999809265137,1022101
2020-09-16,4.489999771118164,4.599999904632568,4.300000190734863,4.489999771118164,1376504
2020-09-17,4.190000057220459,4.449999809265137,4.119999885559082,4.300000190734863,1002734
2020-09-18,4.380000114440918,4.429999828338623,4.119999885559082,4.130000114440918,1111202
2020-09-21,4.369999885559082,4.400000095367432,4.050000190734863,4.349999904632568,443960
2020-09-22,4.550000190734863,4.599999904632568,4.400000095367432,4.5,1297528
2020-09-23,4.519999980926514,4.710000038146973,4.449999809265137,4.550000190734863,623226
2020-09-24,4.650000095367432,4.739999771118164,4.5,4.5,1478959
2020-09-25,4.579999923706055,4.75,4.449999809265137,4.75,457173
2020-09-28,4.539999961853027,4.579999923706055,4.440000057220459,4.579999923706055,329526
2020-09-29,4.869999885559082,4.900000095367432,4.539999961853027,4.539999961853027,2741844
2020-09-30,5.010000228881836,5.289999961853027,4.869999885559082,4.869999885559082,3742381
2020-10-01,4.989999771118164,5.150000095367432,4.800000190734863,5.150000095367432,1402656
2020-10-02,5.0,5.139999866485596,4.900000095367432,4.989999771118164,968338
2020-10-05,4.96999979019165,5.099999904632568,4.940000057220459,5.050000190734863,463814
2020-10-06,4.900000095367432,5.070000171661377,4.800000190734863,5.070000171661377,739095
2020-10-07,4.769999980926514,5.0,4.71999979019165,4.900000095367432,740772
2020-10-08,4.730000019073486,4.869999885559082,4.71999979019165,4.869999885559082,375668
2020-10-09,4.599999904632568,4.820000171661377,4.559999942779541,4.730000019073486,946371
2020-10-13,4.46999979019165,4.679999828338623,4.369999885559082,4.679999828338623,1407694
2020-10-14,4.460000038146973,4.559999942779541,4.400000095367432,4.46999979019165,881442
2020-10-15,4.789999961853027,4.800000190734863,4.349999904632568,4.539999961853027,2265037
2020-10-16,4.78000020980835,4.949999809265137,4.71999979019165,4.849999904632568,1081465
2020-10-19,4.639999866485596,4.880000114440918,4.610000133514404,4.730000019073486,1121208
2020-10-20,4.599999904632568,4.699999809265137,4.420000076293945,4.699999809265137,798067
2020-10-21,4.550000190734863,4.650000095367432,4.5,4.590000152587891,1165014
2020-10-22,4.610000133514404,4.650000095367432,4.5,4.550000190734863,677769
2020-10-23,4.679999828338623,4.739999771118164,4.570000171661377,4.650000095367432,868863
2020-10-26,4.480000019073486,4.75,4.449999809265137,4.75,958695
2020-10-27,4.300000190734863,4.599999904632568,4.300000190734863,4.420000076293945,703584
2020-10-28,4.090000152587891,4.349999904632568,4.050000190734863,4.349999904632568,1403857
2020-10-29,4.28000020980835,4.300000190734863,4.090000152587891,4.090000152587891,313182
2020-10-30,4.230000019073486,4.420000076293945,4.099999904632568,4.300000190734863,421563
2020-11-02,4.440000057220459,4.480000019073486,4.150000095367432,4.300000190734863,727674
2020-11-03,4.5,4.579999923706055,4.440000057220459,4.53000020980835,554908
2020-11-04,4.349999904632568,4.570000171661377,4.320000171661377,4.570000171661377,280140
2020-11-05,4.389999866485596,4.440000057220459,4.300000190734863,4.300000190734863,349673
2020-11-06,4.389999866485596,4.489999771118164,4.230000019073486,4.480000019073486,459074
2020-11-09,4.5,4.53000020980835,4.28000020980835,4.28000020980835,683703
2020-11-10,4.590000152587891,4.599999904632568,4.460000038146973,4.519999980926514,661517
2020-11-11,4.570000171661377,4.710000038146973,4.510000228881836,4.650000095367432,692112
2020-11-12,4.389999866485596,4.599999904632568,4.340000152587891,4.599999904632568,603216
2020-11-13,4.349999904632568,4.46999979019165,4.28000020980835,4.46999979019165,438676
2020-11-16,4.699999809265137,4.849999904632568,4.429999828338623,4.559999942779541,1971301
2020-11-17,4.510000228881836,4.75,4.510000228881836,4.75,732764
2020-11-18,4.440000057220459,4.659999847412109,4.349999904632568,4.659999847412109,1246198
2020-11-19,4.329999923706055,4.449999809265137,4.289999961853027,4.449999809265137,890104
2020-11-20,4.380000114440918,4.400000095367432,4.25,4.340000152587891,1140859
2020-11-24,4.400000095367432,4.46999979019165,4.349999904632568,4.380000114440918,581684
2020-11-25,4.46999979019165,4.480000019073486,4.400000095367432,4.480000019073486,448901
2020-11-26,4.519999980926514,4.590000152587891,4.429999828338623,4.46999979019165,727236
2020-11-27,4.519999980926514,4.579999923706055,4.429999828338623,4.579999923706055,607004
2020-11-30,4.5,4.550000190734863,4.420000076293945,4.550000190734863,495730
2020-12-01,4.5,4.550000190734863,4.389999866485596,4.550000190734863,372905
2020-12-02,4.539999961853027,4.570000171661377,4.449999809265137,4.5,830162
2020-12-03,4.489999771118164,4.599999904632568,4.480000019073486,4.599999904632568,495298
2020-12-04,4.429999828338623,4.550000190734863,4.400000095367432,4.489999771118164,470306
2020-12-09,4.380000114440918,4.5,4.349999904632568,4.5,794311
2020-12-10,4.360000133514404,4.599999904632568,4.360000133514404,4.369999885559082,502954
2020-12-11,4.360000133514404,4.449999809265137,4.329999923706055,4.429999828338623,191999
2020-12-14,4.329999923706055,4.449999809265137,4.289999961853027,4.449999809265137,844460
2020-12-15,4.369999885559082,4.460000038146973,4.329999923706055,4.440000057220459,656999
2020-12-16,4.400000095367432,4.449999809265137,4.309999942779541,4.429999828338623,721044
2020-12-17,4.460000038146973,4.5,4.329999923706055,4.409999847412109,630920
2020-12-18,4.360000133514404,4.5,4.360000133514404,4.5,317329
2020-12-21,4.239999771118164,4.420000076293945,4.110000133514404,4.300000190734863,984989
2020-12-22,4.179999828338623,4.300000190734863,4.179999828338623,4.289999961853027,402708
2020-12-23,4.179999828338623,4.289999961853027,4.059999942779541,4.25,106166
2020-12-28,4.099999904632568,4.199999809265137,4.059999942779541,4.190000057220459,644900
2020-12-29,4.079999923706055,4.170000076293945,4.070000171661377,4.170000076293945,571629
2020-12-30,3.9000000953674316,4.199999809265137,3.9000000953674316,4.119999885559082,1117921
2021-01-04,4.300000190734863,4.400000095367432,4.050000190734863,4.079999923706055,1809306
2021-01-05,4.5,4.519999980926514,4.329999923706055,4.46999979019165,1436195
2021-01-06,4.650000095367432,4.659999847412109,4.5,4.550000190734863,1484306
2021-01-07,4.440000057220459,4.690000057220459,4.389999866485596,4.690000057220459,991566
2021-01-08,4.199999809265137,4.5,4.190000057220459,4.5,1765410
2021-01-11,4.190000057220459,4.269999980926514,4.130000114440918,4.190000057220459,530720
2021-01-12,4.190000057220459,4.28000020980835,4.099999904632568,4.28000020980835,723321
2021-01-13,4.21999979019165,4.260000228881836,4.119999885559082,4.260000228881836,389306
2021-01-14,4.159999847412109,4.28000020980835,4.139999866485596,4.28000020980835,273176
2021-01-15,4.110000133514404,4.179999828338623,4.050000190734863,4.150000095367432,309418
2021-01-18,4.050000190734863,4.159999847412109,4.0,4.090000152587891,783438
2021-01-19,3.950000047683716,4.079999923706055,3.950000047683716,4.019999980926514,831476
2021-01-20,3.950000047683716,4.050000190734863,3.9000000953674316,4.019999980926514,1040986
2021-01-21,3.8299999237060547,4.0,3.7799999713897705,3.990000009536743,907817
2021-01-22,3.890000104904175,3.9100000858306885,3.799999952316284,3.9000000953674316,571058
2021-01-25,3.859999895095825,3.9800000190734863,3.7699999809265137,3.9600000381469727,346445
2021-01-26,3.8399999141693115,3.9200000762939453,3.7699999809265137,3.7799999713897705,418407
2021-01-27,3.880000114440918,3.9100000858306885,3.7799999713897705,3.9100000858306885,1899832
2021-01-28,4.019999980926514,4.03000020980835,3.7899999618530273,3.950000047683716,1071210
2021-01-29,3.9800000190734863,4.190000057220459,3.930000066757202,4.099999904632568,1249150
2021-02-01,3.940000057220459,4.0,3.859999895095825,3.9800000190734863,586160
2021-02-02,3.940000057220459,4.0,3.880000114440918,4.0,478270
2021-02-03,3.940000057220459,4.0,3.890000104904175,4.0,359028
2021-02-04,3.880000114440918,3.990000009536743,3.8499999046325684,3.990000009536743,422457
2021-02-05,3.890000104904175,3.9000000953674316,3.8299999237060547,3.9000000953674316,459240
2021-02-08,3.869999885559082,3.9600000381469727,3.8399999141693115,3.9600000381469727,694272
2021-02-09,3.9700000286102295,3.9700000286102295,3.8499999046325684,3.940000057220459,343304
2021-02-10,3.9000000953674316,3.9800000190734863,3.869999885559082,3.9700000286102295,624579
2021-02-11,3.7899999618530273,3.950000047683716,3.75,3.950000047683716,1483861
2021-02-12,3.890000104904175,3.890000104904175,3.75,3.8499999046325684,477069
2021-02-17,3.9000000953674316,3.9700000286102295,3.799999952316284,3.940000057220459,809900
2021-02-18,3.819999933242798,3.940000057220459,3.7699999809265137,3.9200000762939453,684164
2021-02-19,3.799999952316284,3.9000000953674316,3.7899999618530273,3.880000114440918,443659
2021-02-22,3.680000066757202,3.9000000953674316,3.6500000953674316,3.9000000953674316,520375
2021-02-23,3.5199999809265137,3.680000066757202,3.450000047683716,3.680000066757202,742405
2021-02-24,3.7300000190734863,3.7300000190734863,3.509999990463257,3.5199999809265137,283247
2021-02-25,3.5999999046325684,3.7699999809265137,3.5899999141693115,3.7699999809265137,382392
2021-02-26,3.7899999618530273,3.799999952316284,3.5899999141693115,3.630000114440918,781994
2021-03-01,3.799999952316284,3.859999895095825,3.740000009536743,3.8399999141693115,303036
2021-03-02,3.75,3.8399999141693115,3.6600000858306885,3.8399999141693115,243888
2021-03-03,3.6700000762939453,3.7899999618530273,3.619999885559082,3.7899999618530273,465402
2021-03-04,3.6600000858306885,3.7100000381469727,3.559999942779541,3.7100000381469727,469465
2021-03-05,3.569999933242798,3.700000047683716,3.5299999713897705,3.700000047683716,291975
2021-03-08,3.5,3.5999999046325684,3.4600000381469727,3.5299999713897705,519898
2021-03-09,3.450000047683716,3.549999952316284,3.4200000762939453,3.549999952316284,359915
2021-03-10,3.4600000381469727,3.549999952316284,3.3499999046325684,3.450000047683716,595546
2021-03-11,3.609999895095825,3.680000066757202,3.319999933242798,3.509999990463257,221092
2021-03-12,3.5899999141693115,3.6500000953674316,3.4700000286102295,3.6500000953674316,416888
2021-03-15,3.5999999046325684,3.640000104904175,3.4800000190734863,3.640000104904175,354166
2021-03-16,3.5199999809265137,3.5999999046325684,3.4700000286102295,3.5999999046325684,435698
2021-03-17,3.5,3.5899999141693115,3.450000047683716,3.5899999141693115,283218
2021-03-18,3.4000000953674316,3.549999952316284,3.359999895095825,3.549999952316284,264045
2021-03-19,3.359999895095825,3.4700000286102295,3.3299999237060547,3.4200000762939453,185795
2021-03-22,3.25,3.4000000953674316,3.180000066757202,3.359999895095825,1159677
2021-03-23,3.259999990463257,3.299999952316284,3.200000047683716,3.25,530407
2021-03-25,3.140000104904175,3.2799999713897705,3.0899999141693115,3.2699999809265137,236996
2021-03-26,3.140000104904175,3.2200000286102295,3.0799999237060547,3.190000057220459,400622
2021-03-29,3.1600000858306885,3.299999952316284,3.109999895095825,3.109999895095825,218751
2021-03-30,3.200000047683716,3.2799999713897705,3.1600000858306885,3.2300000190734863,244687
2021-03-31,3.25,3.2899999618530273,3.1500000953674316,3.2899999618530273,500139
2021-04-05,3.190000057220459,3.3499999046325684,3.109999895095825,3.299999952316284,398413
2021-04-06,3.2200000286102295,3.259999990463257,3.119999885559082,3.240000009536743,764934
2021-04-07,3.190000057220459,3.2699999809265137,3.1700000762939453,3.2699999809265137,205503
2021-04-08,3.140000104904175,3.190000057220459,3.059999942779541,3.190000057220459,705945
2021-04-09,3.0399999618530273,3.140000104904175,3.0,3.140000104904175,838735
2021-04-12,3.0,3.0799999237060547,2.9700000286102295,3.069999933242798,588843
2021-04-13,2.9100000858306885,3.0299999713897705,2.890000104904175,3.0,550221
2021-04-14,2.880000114440918,2.930000066757202,2.8499999046325684,2.9000000953674316,748516
2021-04-15,2.8299999237060547,2.9200000762939453,2.7699999809265137,2.9200000762939453,364633
2021-04-16,2.9200000762939453,2.930000066757202,2.799999952316284,2.869999885559082,429967
2021-04-19,2.880000114440918,2.990000009536743,2.809999942779541,2.990000009536743,405651
2021-04-20,2.8399999141693115,2.9000000953674316,2.7899999618530273,2.880000114440918,621516
2021-04-21,2.7699999809265137,2.8299999237060547,2.7100000381469727,2.799999952316284,510785
2021-04-22,2.8299999237060547,2.8399999141693115,2.7100000381469727,2.7100000381469727,405276
2021-04-23,2.9100000858306885,2.950000047683716,2.8299999237060547,2.8399999141693115,606553
2021-04-26,3.240000009536743,3.299999952316284,2.859999895095825,2.940000057220459,1503553
2021-04-27,3.190000057220459,3.25,3.069999933242798,3.240000009536743,871974
2021-04-28,3.240000009536743,3.2699999809265137,3.130000114440918,3.2300000190734863,525156
2021-04-29,3.2699999809265137,3.299999952316284,3.180000066757202,3.2899999618530273,307092
2021-04-30,3.25,3.299999952316284,3.1600000858306885,3.2699999809265137,1760858
2021-05-03,3.2200000286102295,3.2899999618530273,3.140000104904175,3.2300000190734863,489058
2021-05-04,3.130000114440918,3.2100000381469727,3.0899999141693115,3.2100000381469727,529341
2021-05-05,3.119999885559082,3.1700000762939453,3.049999952316284,3.1700000762939453,364302
2021-05-06,3.0899999141693115,3.180000066757202,3.0299999713897705,3.0799999237060547,381976
2021-05-07,3.119999885559082,3.140000104904175,3.059999942779541,3.140000104904175,215332
2021-05-10,3.109999895095825,3.1700000762939453,3.0299999713897705,3.130000114440918,459166
2021-05-11,3.0299999713897705,3.140000104904175,2.990000009536743,3.140000104904175,743750
2021-05-12,2.9800000190734863,3.0299999713897705,2.930000066757202,3.0299999713897705,336883
2021-05-13,3.049999952316284,3.049999952316284,2.9800000190734863,3.0,222542
2021-05-14,3.109999895095825,3.119999885559082,2.990000009536743,3.0,373262
2021-05-17,3.0999999046325684,3.1600000858306885,3.069999933242798,3.1600000858306885,383470
2021-05-18,3.009999990463257,3.140000104904175,2.990000009536743,3.130000114440918,940517
2021-05-19,3.0,3.0799999237060547,2.930000066757202,3.0,701262
2021-05-20,3.0999999046325684,3.119999885559082,2.9700000286102295,3.0,481629
2021-05-21,2.9700000286102295,3.130000114440918,2.9700000286102295,3.130000114440918,942190
2021-05-26,3.25,3.25,2.990000009536743,3.0199999809265137,1130767
2021-05-27,3.380000114440918,3.4200000762939453,3.200000047683716,3.309999942779541,1940796
2021-05-28,3.5199999809265137,3.569999933242798,3.369999885559082,3.380000114440918,1885723
2021-05-31,3.5299999713897705,3.5999999046325684,3.3499999046325684,3.549999952316284,1201782
2021-06-01,3.430000066757202,3.569999933242798,3.390000104904175,3.569999933242798,1521138
2021-06-02,3.450000047683716,3.4600000381469727,3.319999933242798,3.430000066757202,878129
2021-06-03,3.549999952316284,3.5799999237060547,3.369999885559082,3.490000009536743,655164
2021-06-04,3.7100000381469727,3.7200000286102295,3.4700000286102295,3.5799999237060547,2048771
2021-06-07,3.6500000953674316,3.950000047683716,3.6500000953674316,3.799999952316284,2100356
2021-06-08,3.5999999046325684,3.7899999618530273,3.569999933242798,3.75,795484
2021-06-09,3.7300000190734863,3.7699999809265137,3.559999942779541,3.5999999046325684,589573
2021-06-10,3.6600000858306885,3.8499999046325684,3.609999895095825,3.799999952316284,1540350
2021-06-11,3.5899999141693115,3.740000009536743,3.509999990463257,3.700000047683716,781191
2021-06-14,3.5299999713897705,3.6600000858306885,3.490000009536743,3.630000114440918,340783
2021-06-15,3.430000066757202,3.5799999237060547,3.390000104904175,3.509999990463257,593045
2021-06-16,3.5299999713897705,3.6500000953674316,3.4200000762939453,3.450000047683716,656072
2021-06-17,3.509999990463257,3.5799999237060547,3.430000066757202,3.5399999618530273,696012
2021-06-18,3.4700000286102295,3.549999952316284,3.4000000953674316,3.549999952316284,271775
