Price,('Close', 'CAPX.BA'),('High', 'CAPX.BA'),('Low', 'CAPX.BA'),('Open', 'CAPX.BA'),('Volume', 'CAPX.BA')
Ticker,CAPX.BA,CAPX.BA,CAPX.BA,CAPX.BA,CAPX.BA
Date,,,,,
2020-04-17,48.93323516845703,48.93323516845703,45.700949444782644,45.79073382736346,2848
2020-04-20,50.2800178527832,50.54937440626937,47.58644546781267,50.54937440626937,7942
2020-04-21,47.49665832519531,50.28001492419137,46.4192287489518,50.28001492419137,809
2020-04-22,47.22730255126953,47.40687473408002,46.68858942789257,47.40687473408002,4049
2020-04-23,46.68859100341797,47.58644852271447,46.68859100341797,47.22730414497402,1103
2020-04-24,49.1128044128418,49.83108970556884,47.58644602513781,48.03537476122402,4256
2020-04-27,51.17787551879883,51.89616080598161,48.93323185569361,48.93323185569361,3123
2020-04-28,52.97359085083008,54.76930579492601,50.36980281186919,50.36980281186919,2704
2020-04-29,55.21823501586914,55.21823501586914,53.7816644179984,53.8714487959699,1939
2020-04-30,56.56502151489258,62.850023905436196,56.56502151489258,56.56502151489258,3776
2020-05-04,54.76930618286133,57.46287861808402,54.76930618286133,57.46287861808402,2279
2020-05-05,57.01395034790039,57.01395034790039,54.32037789051927,56.56502160500354,328
2020-05-06,60.60538101196289,62.580664764161014,53.961234168036995,54.76930728488498,5312
2020-05-07,65.99252319335938,65.99252319335938,60.60537844288106,60.60537844288106,9005
2020-05-08,64.10702514648438,66.44145321370073,62.85002331025745,66.44145321370073,24646
2020-05-11,62.85002517700195,63.92745143999262,62.85002517700195,63.74788267953055,3814
2020-05-12,63.38873291015625,64.64573467666874,62.85001982453905,62.85001982453905,12736
2020-05-13,63.47852325439453,63.47852325439453,59.258595694949385,59.258595694949385,238
2020-05-14,65.54359436035156,66.44145181734268,63.747879446369325,63.747879446369325,14979
2020-05-15,66.890380859375,67.33930958997483,64.73552158247405,65.99252339817534,2280
2020-05-18,70.03288269042969,70.03288269042969,64.19680913289388,68.23716774964944,4257
2020-05-19,69.85330963134766,70.03287837431535,67.33930612914936,69.13502095926002,9005
2020-05-20,67.42909240722656,72.72645267586034,67.33930803320402,72.72645267586034,778
2020-05-21,64.82530975341797,66.44145601822939,63.74788347694982,66.44145601822939,4821
2020-05-22,64.64573669433594,66.44145160251193,64.64573669433594,66.44145160251193,1201
2020-05-26,64.64573669433594,70.48181014590793,64.64573669433594,66.44145160251193,4575
2020-05-27,64.19680786132812,64.64573658763112,62.04194860505201,63.74787913502514,1419
2020-05-28,61.05430603027344,64.55595142261967,61.05430603027344,61.95216347189511,3768
2020-05-29,58.36073303222656,61.32366529544457,58.36073303222656,59.258590463491586,2860
2020-06-01,61.95216369628906,61.95216369628906,58.36073391679405,58.36073391679405,1175
2020-06-02,65.36402130126953,67.3393048364281,61.05430305169481,61.95216044951385,6656
2020-06-03,64.64573669433594,65.72316289919803,63.74787924024794,65.36402539764984,43645
2020-06-04,66.35166931152344,66.35166931152344,61.9521662782627,62.85002376055637,29109
2020-06-05,67.15974426269531,67.15974426269531,65.54359801007448,66.3516711363849,6861
2020-06-08,66.62102508544922,68.68610011657962,66.62102508544922,67.33931383978394,2198
2020-06-09,65.99252319335938,66.89038065177243,62.85002208891369,66.89038065177243,4926
2020-06-10,63.74788284301758,65.99252660509566,63.029594099108934,65.99252660509566,8818
2020-06-11,61.503238677978516,62.8500249264014,61.05430992850422,62.8500249264014,4966
2020-06-12,61.503238677978516,61.503238677978516,61.05430992850422,61.503238677978516,2537
2020-06-16,61.95216369628906,62.40109241872594,60.60537752897843,60.60537752897843,29
2020-06-17,63.38873291015625,64.64573467666874,61.05430497240936,61.9521623984742,1993
2020-06-18,60.60538101196289,62.40109600490994,60.60538101196289,62.40109600490994,671
2020-06-19,60.33601760864258,60.78494633147507,58.54030271731264,60.60537758238554,4375
2020-06-22,59.3483772277832,60.33601907194578,59.25859285106094,60.33601907194578,206
2020-06-23,62.22152328491211,63.568309443891955,60.60537715409285,60.60537715409285,2193
2020-06-24,59.797306060791016,64.64573776304086,59.61773730704834,64.64573776304086,197
2020-06-25,59.887088775634766,61.05430619289535,59.43816005362818,61.05430619289535,3632
2020-06-26,57.01395034790039,62.85002400555948,56.56502160500354,62.85002400555948,1375
2020-06-29,58.80966567993164,58.80966567993164,55.66716446039331,55.66716446039331,528
2020-06-30,57.01395034790039,59.70752280528151,55.66716411920983,56.56502160500354,4283
2020-07-01,57.01395034790039,57.01395034790039,54.76930663341612,54.76930663341612,3705
2020-07-02,59.25859451293945,60.15645200555975,58.36073702031916,58.36073702031916,7975
2020-07-03,60.15644836425781,62.85002067907533,59.88708839273261,61.95216324080282,7796
2020-07-06,66.44145202636719,66.44145202636719,61.05430726747255,62.850022187104095,32168
2020-07-07,67.33930969238281,68.23716715494791,64.6457373046875,66.4414522298177,17238
2020-07-08,69.13502502441406,70.0328824922636,67.339310088715,69.22480940117724,4301
2020-07-13,68.23716735839844,68.68609609101948,66.44145242791427,68.68609609101948,2274
2020-07-14,64.64573669433594,68.23716651068793,64.19680796729193,67.33930905659993,25000
2020-07-15,65.54359436035156,68.14738235564755,62.85002198937821,62.85002198937821,13447
2020-07-16,66.53124237060547,66.53124237060547,63.74788536551339,65.54360044623208,3925
2020-07-17,65.54359436035156,66.35166744166533,62.93980636505557,63.747879446369325,1359
2020-07-20,66.35166931152344,67.2495267938171,62.40109501940953,62.40109501940953,7375
2020-07-21,64.64573669433594,66.35166722712488,63.74787924024794,66.35166722712488,7552
2020-07-22,65.09467315673828,65.54360193712958,63.29895803517309,63.29895803517309,5826
2020-07-23,64.64573669433594,67.24952468121289,64.19680796729193,64.91509667060583,10226
2020-07-24,65.99252319335938,65.99252319335938,64.8253057573789,64.8253057573789,1608
2020-07-27,67.33930969238281,67.33930969238281,66.4414522298177,66.4414522298177,3502
2020-07-28,68.77588653564453,70.21245723675928,65.0946719733788,65.54360074560898,13376
2020-07-29,69.04524230957031,71.82859915687752,68.95545793064602,71.82859915687752,1150
2020-07-30,68.23716735839844,69.04524044713807,64.2865931413115,69.04524044713807,4732
2020-07-31,68.05760192871094,68.23717069048433,65.0946694086857,68.23717069048433,924
2020-08-03,67.96781158447266,68.05760281664,63.74788397675907,68.05760281664,11072
2020-08-04,67.33930969238281,70.84095516640848,64.6457373046875,70.84095516640848,1102
2020-08-05,67.24952697753906,67.33931135599192,65.27423640103125,65.5435963864988,1003
2020-08-06,65.99252319335938,67.06994940341153,65.99252319335938,67.06994940341153,340
2020-08-07,65.54359436035156,66.35166744166533,64.19680817486488,65.54359436035156,7593
2020-08-10,65.99252319335938,66.35166754674636,65.99252319335938,66.35166754674636,833
2020-08-11,65.09467315673828,67.33931705869477,64.19681559595568,64.19681559595568,10065
2020-08-12,66.44145202636719,67.33930948618296,65.54359456655142,65.54359456655142,2761
2020-08-13,65.09467315673828,66.44145949791218,63.92745558767707,66.44145949791218,1788
2020-08-14,64.64573669433594,65.18444979676698,63.74787924024794,65.18444979676698,2038
2020-08-18,64.01724243164062,64.28659557132943,64.01724243164062,64.19681119143317,483
2020-08-19,64.91510009765625,65.5435976086545,61.952167602700825,61.952167602700825,569
2020-08-20,64.64573669433594,64.64573669433594,61.95216433207194,64.64573669433594,1311
2020-08-21,64.37638092041016,64.64574091426326,60.51559772587384,64.64574091426326,634
2020-08-24,61.593021392822266,64.28659381685334,61.50323701537634,64.28659381685334,3825
2020-08-25,61.593021392822266,61.593021392822266,59.43816208357562,61.593021392822266,1542
2020-08-26,61.05430603027344,61.95216347189511,61.05430603027344,61.593019125224714,363
2020-08-27,60.60538101196289,62.131736015924254,57.911808522542316,62.131736015924254,2144
2020-08-28,61.05430603027344,62.85002091351678,59.2585911470301,62.85002091351678,3023
2020-08-31,60.60538101196289,62.8500247531467,59.43816352650368,60.15645226372613,235
2020-09-01,61.503238677978516,62.76024054652836,61.503238677978516,62.401096176927105,2020
2020-09-02,59.43815994262695,62.76023658933688,59.258591194203134,62.76023658933688,1287
2020-09-03,58.80966567993164,58.80966567993164,58.80966567993164,58.80966567993164,167
2020-09-04,59.887088775634766,60.156448748882184,56.654803347209096,57.46287641684268,1032
2020-09-07,60.24623489379883,60.246234893798835,57.4628781055815,60.15645051678064,633
2020-09-08,58.36073303222656,59.258590463491586,56.565018169696515,59.258590463491586,469
2020-09-09,57.4628791809082,58.360736668109894,56.11609295010567,56.11609295010567,5779
2020-09-10,59.887088775634766,60.0666643745026,57.64244516560185,57.64244516560185,2410
2020-09-11,60.87474060058594,61.77259809115441,59.97688311001747,59.97688311001747,573
2020-09-14,58.80966567993164,61.0543094081733,57.10373507644616,61.0543094081733,1328
2020-09-15,58.36073303222656,58.809661747859074,57.19351905659289,57.46287560096154,1017
2020-09-16,55.7569465637207,57.462877097576765,53.871447278978216,57.013948370251946,2736
2020-09-17,54.76930618286133,55.667163661268894,53.87144870445377,53.87144870445377,1390
2020-09-18,56.56502151489258,57.46287899925595,50.280019124348954,50.280019124348954,1542
2020-09-21,56.56502151489258,56.56502151489258,54.76930654616583,55.6671640305292,732
2020-09-22,57.01395034790039,57.01395034790039,54.32037789051927,56.56502160500354,2487
2020-09-23,55.03866195678711,55.66716286772391,54.76930540211546,54.76930540211546,483
2020-09-24,56.83437728881836,56.83437728881836,55.0386623449375,56.83437728881836,508
2020-09-25,59.25859451293945,61.05430949818005,58.80966576662931,58.80966576662931,1918
2020-09-28,57.91180419921875,63.29894877589026,57.91180419921875,61.054305202277135,15089
2020-09-29,57.4628791809082,57.73223916711231,55.308019841602345,56.11609295010567,2243
2020-09-30,55.5773811340332,57.46288053144956,55.487593328170064,57.46288053144956,2974
2020-10-01,58.18116760253906,60.78494882154505,57.46287887653874,57.46287887653874,5616
2020-10-02,58.45051956176758,58.80966391754534,56.02630714795809,58.36073518535034,4869
2020-10-05,58.540306091308594,60.69516545512252,58.36073733186955,58.450521711589076,4245
2020-10-06,59.25859451293945,61.50323824449019,58.540305778799606,58.540305778799606,9256
2020-10-07,59.25859451293945,59.25859451293945,58.71988138738909,59.25859451293945,12
2020-10-08,59.3483772277832,61.054307785941575,59.3483772277832,61.054307785941575,369
2020-10-09,57.01395034790039,61.413453398311354,57.01395034790039,59.70752280528151,1625
2020-10-13,60.78494644165039,61.503235139527774,58.360734074004455,58.360734074004455,5529
2020-10-14,61.23387908935547,61.23387908935547,57.19352374267549,60.33602158452557,1708
2020-10-15,61.503238677978516,61.952167427452814,58.36073743165844,61.503238677978516,3453
2020-10-16,60.96452331542969,62.31130951451823,58.27095091725261,62.31130951451823,2550
2020-10-19,59.25859451293945,61.95216699080034,58.80966576662931,61.95216699080034,1599
2020-10-20,60.60538101196289,60.60538101196289,59.797307895114905,59.797307895114905,864
2020-10-21,61.503238677978516,62.401096176927105,60.15645242955563,60.96452554863118,4258
2020-10-22,62.401092529296875,63.029590001778686,61.50323508283217,61.50323508283217,11240
2020-10-23,60.60538101196289,62.8500247531467,60.15645226372613,60.15645226372613,1961
2020-10-26,61.95216369628906,61.95216369628906,60.156448806541555,60.60537752897843,2415
2020-10-27,60.15644836425781,61.95216324080282,60.15644836425781,61.50323452166657,2196
2020-10-28,59.25859451293945,59.707523259249605,56.56502203507857,56.56502203507857,2616
2020-10-29,57.91180419921875,58.809661628664,57.91180419921875,58.809661628664,563
2020-10-30,57.91180419921875,57.91180419921875,57.91180419921875,57.91180419921875,300
2020-11-02,57.4628791809082,58.360736668109894,57.4628791809082,57.4628791809082,403
2020-11-03,57.73223876953125,62.401094930783714,57.73223876953125,62.401094930783714,575
2020-11-04,58.36073303222656,61.054305326021634,58.36073303222656,61.054305326021634,1145
2020-11-05,60.425811767578125,61.503238014652524,60.15645178075502,60.15645178075502,4489
2020-11-06,61.503238677978516,61.952167427452814,61.05430992850422,61.05430992850422,42
2020-11-09,61.95216369628906,62.40109241872594,59.2585913616678,61.95216369628906,7643
2020-11-10,63.92744445800781,64.10702004896623,61.95216090822374,62.76023394226572,15369
2020-11-11,63.74788284301758,64.28659597589449,62.85002533818634,63.74788284301758,10315
2020-11-12,61.05430603027344,63.74787835513845,57.46287626378677,63.74787835513845,4211
2020-11-13,62.401092529296875,62.850021252529224,61.952163806064526,61.952163806064526,1489
2020-11-16,61.95216369628906,62.85002114116281,61.95216369628906,61.95216369628906,2317
2020-11-17,61.95216369628906,62.85002114116281,59.5279513351734,59.5279513351734,1840
2020-11-18,61.95216369628906,62.85002114116281,61.95216369628906,61.95216369628906,2939
2020-11-19,62.401092529296875,62.401092529296875,61.05430635959982,61.05430635959982,3106
2020-11-20,61.77259826660156,62.40109577174095,61.05430953206309,62.40109577174095,900
2020-11-24,62.85002517700195,63.478522688728326,61.233878932406824,61.413454542978016,6159
2020-11-25,61.05430603027344,63.74787835513845,61.05430603027344,63.74787835513845,6145
2020-11-26,62.401092529296875,62.850021252529224,58.36073402020571,58.36073402020571,3328
2020-11-27,61.503238677978516,64.19681117482429,61.05430992850422,62.8500249264014,250
2020-11-30,61.05430603027344,63.29894963432761,60.246232962792206,61.593019125224714,1426
2020-12-01,61.14409637451172,63.74788457946967,60.15645446231645,60.24623884522342,3761
2020-12-02,63.2989501953125,63.2989501953125,60.87473782149295,60.87473782149295,2871
2020-12-03,61.14409637451172,63.56831581365574,61.14409637451172,63.29895581482552,2956
2020-12-04,60.33601760864258,63.65809426766818,60.33601760864258,63.65809426766818,1791
2020-12-09,59.61773681640625,62.850022307935454,59.61773681640625,62.850022307935454,1951
2020-12-10,60.15644836425781,60.15644836425781,59.617735271316036,59.617735271316036,689
2020-12-11,60.06666564941406,60.33601877826982,60.06666564941406,60.33601877826982,598
2020-12-14,60.06666564941406,60.06666564941406,60.06666564941406,60.06666564941406,0
2020-12-15,60.60538101196289,61.413454128810876,57.462879774305556,57.462879774305556,10055
2020-12-16,60.96452331542969,60.96452331542969,60.1564502259548,60.33601897912307,87
2020-12-17,60.06666564941406,60.9645231124842,60.06666564941406,60.9645231124842,91
2020-12-18,59.707523345947266,61.05430958683329,58.27095272569065,58.27095272569065,27437
2020-12-21,59.16880798339844,59.438161111330324,59.16880798339844,59.438161111330324,203
2020-12-22,59.25859451293945,61.95216699080034,59.16881013369924,59.16881013369924,3784
2020-12-23,59.25859451293945,59.25859451293945,59.25859451293945,59.25859451293945,2000
2020-12-28,58.63009262084961,60.51559184423821,58.63009262084961,59.25859007860963,829
2020-12-29,60.51559066772461,61.0543037424896,58.18116277700404,58.18116277700404,5251
2020-12-30,62.85002517700195,62.85002517700195,60.156452669416154,61.95216767447335,10103
2021-01-04,61.14409637451172,67.33931469662289,60.6053832269606,63.9274533452836,437
2021-01-05,60.87474060058594,62.85002433979296,58.98923439030492,61.14409373769106,250
2021-01-06,63.6580924987793,63.6580924987793,63.6580924987793,63.6580924987793,17
2021-01-07,60.69516372680664,61.50323682149034,60.69516372680664,61.50323682149034,105
2021-01-08,61.05430603027344,61.05430603027344,59.438159895310974,60.605377309462604,216
2021-01-11,59.707523345947266,60.60538083987129,58.45052148443183,58.45052148443183,3738
2021-01-12,60.15644836425781,61.054305802530315,60.15644836425781,60.15644836425781,87
2021-01-13,60.24623489379883,61.86238108056186,58.36073557598122,61.86238108056186,332
2021-01-14,61.05430603027344,62.76023653937634,61.05430603027344,62.76023653937634,4016
2021-01-15,61.95216369628906,62.40109241872594,61.054306251415305,61.054306251415305,408
2021-01-18,61.95216369628906,61.95216369628906,61.50323497385219,61.50323497385219,1342
2021-01-19,61.413448333740234,61.95216141076872,59.70751788139304,61.054303999018444,1540
2021-01-20,61.05430603027344,62.401092192705946,60.605377309462604,62.401092192705946,1515
2021-01-21,60.60538101196289,61.95216725667318,58.36073727077908,59.2585947672526,5339
2021-01-22,60.15644836425781,61.50323452166657,60.15644836425781,61.50323452166657,4697
2021-01-25,60.15644836425781,60.33601711186886,59.617735271316036,59.617735271316036,6943
2021-01-26,60.60538101196289,61.413454128810876,58.54030603003016,58.54030603003016,4989
2021-01-27,59.25859451293945,60.6053807518699,59.25859451293945,60.6053807518699,2863
2021-01-28,58.80966567993164,61.95216689946997,58.80966567993164,61.95216689946997,3383
2021-01-29,58.989234924316406,59.97688365296983,58.809666164620744,58.809666164620744,668
2021-02-01,57.73223876953125,60.605379968746774,57.73223876953125,58.89944938478989,3245
2021-02-02,58.27095031738281,59.07902339853901,57.55266161188648,58.0015903402945,353
2021-02-03,59.16880798339844,59.16880798339844,58.36073489938519,58.36073489938519,343
2021-02-04,60.425811767578125,61.05430927002002,60.425811767578125,61.05430927002002,93
2021-02-05,59.25859451293945,60.42581199338946,57.91180827400901,57.91180827400901,412
2021-02-08,58.80966567993164,60.33602067509236,57.732239430419256,58.36073693428331,1971
2021-02-09,59.25859451293945,59.707523259249605,58.80966576662931,58.80966576662931,12854
2021-02-10,60.15644836425781,60.15644836425781,57.373091675634775,59.2585909259853,1967
2021-02-11,59.887088775634766,60.156448748882184,59.887088775634766,60.156448748882184,1430
2021-02-12,59.5279541015625,60.87474033146112,59.5279541015625,60.87474033146112,2635
2021-02-17,60.15644836425781,60.15644836425781,57.4628760494403,57.4628760494403,1480
2021-02-18,59.25859451293945,60.15645200555975,59.25859451293945,59.25859451293945,822
2021-02-19,59.25859451293945,60.15645200555975,59.25859451293945,59.25859451293945,1251
2021-02-22,58.80966567993164,58.80966567993164,58.80966567993164,58.80966567993164,1500
2021-02-23,58.36073303222656,58.36073303222656,56.83437471406516,56.83437471406516,699
2021-02-24,61.503238677978516,61.503238677978516,58.36073743165844,58.36073743165844,4794
2021-02-25,61.503238677978516,61.952167427452814,59.70752368008133,61.86238304757977,1477
2021-02-26,61.503238677978516,61.503238677978516,58.63009742138666,58.63009742138666,317
2021-03-01,59.5279541015625,61.05430908873734,58.45052100757821,61.05430908873734,3524
2021-03-02,59.5279541015625,59.5279541015625,59.5279541015625,59.5279541015625,0
2021-03-03,58.001590728759766,58.80966381532802,58.001590728759766,58.80966381532802,1134
2021-03-04,58.001590728759766,58.001590728759766,58.001590728759766,58.001590728759766,200
2021-03-05,58.36073303222656,58.36073303222656,57.01394688532903,57.283303429697675,3256
2021-03-08,58.36073303222656,58.36073303222656,58.36073303222656,58.36073303222656,0
2021-03-09,57.37309265136719,57.37309265136719,57.013948299928565,57.19352047564788,681
2021-03-10,57.37309265136719,57.37309265136719,57.37309265136719,57.37309265136719,3
2021-03-11,57.55266189575195,59.61773679665787,57.013948789027005,57.013948789027005,449
2021-03-12,58.36073303222656,59.43815920970116,57.46287560096154,57.46287560096154,2180
2021-03-15,59.16880798339844,59.16880798339844,56.7445921564131,56.7445921564131,1048
2021-03-16,58.36073303222656,58.45051740533135,56.29566162532787,58.45051740533135,20330
2021-03-17,60.51559066772461,60.9645193717135,59.43815766808622,60.695159409276805,1897
2021-03-18,59.25859451293945,61.05430949818005,59.25859451293945,61.05430949818005,266
2021-03-19,60.69516372680664,61.05430808556705,59.2585931418739,61.05430808556705,4239
