Price,('Close', 'INAG.BA'),('High', 'INAG.BA'),('Low', 'INAG.BA'),('Open', 'INAG.BA'),('Volume', 'INAG.BA')
Ticker,INAG.BA,INAG.BA,INAG.BA,INAG.BA,INAG.BA
Date,,,,,
2020-04-17,153.50662231445312,153.50662231445312,153.50662231445312,153.50662231445312,0
2020-04-20,153.50662231445312,153.50662231445312,153.50662231445312,153.50662231445312,10
2020-04-21,161.93077087402344,166.6108509570877,161.93077087402344,166.6108509570877,43
2020-04-22,177.37503051757812,177.37503051757812,163.8027986310088,163.8027986310088,29
2020-04-23,177.37503051757812,177.37503051757812,177.37503051757812,177.37503051757812,53
2020-04-24,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,3
2020-04-27,188.13922119140625,188.13922119140625,188.13922119140625,188.13922119140625,15
2020-04-28,177.843017578125,181.58708110608552,177.843017578125,181.58708110608552,94
2020-04-29,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,9
2020-04-30,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,9
2020-05-04,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,156
2020-05-05,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,0
2020-05-06,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,0
2020-05-07,187.2032012939453,196.5633613586426,187.2032012939453,196.5633613586426,108
2020-05-08,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,7
2020-05-11,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,90
2020-05-12,191.88328552246094,191.88328552246094,191.88328552246094,191.88328552246094,8
2020-05-13,191.88328552246094,191.88328552246094,191.88328552246094,191.88328552246094,2
2020-05-14,196.56336975097656,196.56336975097656,196.56336975097656,196.56336975097656,5
2020-05-15,198.90338134765625,199.37138930376838,198.90338134765625,199.37138930376838,95
2020-05-18,198.90338134765625,218.7937194824219,198.90338134765625,218.7937194824219,115
2020-05-19,193.75531005859375,193.75531005859375,193.75531005859375,193.75531005859375,21
2020-05-20,191.88328552246094,191.88328552246094,191.88328552246094,191.88328552246094,50
2020-05-21,191.88328552246094,191.88328552246094,191.88328552246094,191.88328552246094,50
2020-05-22,191.88328552246094,191.88328552246094,182.52312525307258,182.52312525307258,20
2020-05-26,191.88328552246094,191.88328552246094,191.88328552246094,191.88328552246094,0
2020-05-27,205.92352294921875,205.92352294921875,205.92352294921875,205.92352294921875,8
2020-05-28,205.92352294921875,205.92352294921875,205.92352294921875,205.92352294921875,14
2020-05-29,205.92352294921875,205.92352294921875,196.56336281516334,196.56336281516334,201
2020-06-01,205.92352294921875,205.92352294921875,205.92352294921875,205.92352294921875,0
2020-06-02,187.2032012939453,205.92352142333985,187.2032012939453,205.92352142333985,215
2020-06-03,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,17
2020-06-04,174.09898376464844,191.88328855781145,173.16296772290303,191.88328855781145,128
2020-06-05,163.8027801513672,177.8430184500558,163.8027801513672,175.03497079031808,657
2020-06-08,172.92893981933594,172.92893981933594,172.92893981933594,172.92893981933594,49
2020-06-09,168.01486206054688,168.01486206054688,168.01486206054688,168.01486206054688,22
2020-06-10,168.01486206054688,168.01486206054688,168.01486206054688,168.01486206054688,34
2020-06-11,168.01486206054688,168.01486206054688,168.01486206054688,168.01486206054688,557
2020-06-12,173.16293334960938,173.16293334960938,173.16293334960938,173.16293334960938,70
2020-06-16,173.63096618652344,173.63096618652344,173.63096618652344,173.63096618652344,47
2020-06-17,173.63096618652344,173.63096618652344,173.63096618652344,173.63096618652344,0
2020-06-18,173.63096618652344,173.63096618652344,173.63096618652344,173.63096618652344,0
2020-06-19,173.63096618652344,173.63096618652344,173.63096618652344,173.63096618652344,0
2020-06-22,166.61082458496094,166.61082458496094,166.61082458496094,166.61082458496094,101
2020-06-23,182.5231170654297,182.5231170654297,182.5231170654297,182.5231170654297,1
2020-06-24,177.843017578125,178.31102551912005,177.843017578125,178.31102551912005,762
2020-06-25,184.3951416015625,191.88326917929092,184.3951416015625,191.88326917929092,268
2020-06-26,187.2032012939453,187.2032012939453,182.52312126159669,182.52312126159669,757
2020-06-29,187.2032012939453,187.2032012939453,187.2032012939453,187.2032012939453,705
2020-06-30,205.92352294921875,205.92352294921875,205.92352294921875,205.92352294921875,160
2020-07-01,201.24343872070312,205.92351869095202,201.24343872070312,205.92351869095202,1165
2020-07-02,205.92352294921875,205.92352294921875,205.92352294921875,205.92352294921875,200
2020-07-03,205.92352294921875,206.85953896262427,205.92352294921875,205.92352294921875,444
2020-07-06,205.92352294921875,205.92352294921875,205.92352294921875,205.92352294921875,0
2020-07-07,210.6035919189453,214.81566375732422,210.6035919189453,214.81566375732422,170
2020-07-08,209.66758728027344,209.66758728027344,209.66758728027344,209.66758728027344,2
2020-07-13,208.7315673828125,209.19957538142867,208.7315673828125,209.19957538142867,105
2020-07-14,208.7315673828125,208.7315673828125,208.7315673828125,208.7315673828125,0
2020-07-15,205.92352294921875,205.92352294921875,205.92352294921875,205.92352294921875,100
2020-07-16,214.815673828125,214.815673828125,214.815673828125,214.815673828125,69
2020-07-17,215.28367614746094,215.28367614746094,215.28367614746094,215.28367614746094,3
2020-07-20,204.05148315429688,204.05148315429688,204.05148315429688,204.05148315429688,1
2020-07-21,215.28367614746094,215.28367614746094,204.05148434846296,204.05148434846296,26
2020-07-22,233.53598022460938,233.53598022460938,204.51948568768395,204.51948568768395,94
2020-07-23,214.34767150878906,215.28368754157853,214.34767150878906,215.28368754157853,2184
2020-07-24,215.28367614746094,215.28367614746094,215.28367614746094,215.28367614746094,155
2020-07-27,232.13197326660156,232.13197326660156,215.75169289496637,215.75169289496637,31
2020-07-28,243.3641357421875,262.0844538762019,243.3641357421875,243.3641357421875,112
2020-07-29,242.4281463623047,243.36416237142555,242.4281463623047,243.36416237142555,173
2020-07-30,242.4281463623047,242.4281463623047,242.4281463623047,242.4281463623047,0
2020-07-31,234.94003295898438,234.94003295898438,234.0040168914187,234.0040168914187,0
2020-08-03,238.68406677246094,238.68406677246094,234.94000297995174,234.94000297995174,12
2020-08-04,238.68406677246094,238.68406677246094,238.68406677246094,238.68406677246094,23
2020-08-05,238.68406677246094,238.68406677246094,238.68406677246094,238.68406677246094,77
2020-08-06,238.68406677246094,238.68406677246094,238.68406677246094,238.68406677246094,30
2020-08-07,238.68406677246094,238.68406677246094,238.68406677246094,238.68406677246094,99
2020-08-10,238.68406677246094,239.1520747465246,238.68406677246094,239.1520747465246,16
2020-08-11,238.68406677246094,238.68406677246094,238.68406677246094,238.68406677246094,0
2020-08-12,226.04786682128906,226.04786682128906,215.28368268694197,215.28368268694197,423
2020-08-13,234.0039825439453,234.0039825439453,225.57983917236328,226.04784713745116,346
2020-08-14,232.13197326660156,234.00400530907413,232.13197326660156,234.00400530907413,50
2020-08-18,229.32391357421875,234.00399344308033,229.32391357421875,234.00399344308033,1661
2020-08-19,231.19593811035156,234.00398594165137,231.19593811035156,234.00398594165137,148
2020-08-20,231.19593811035156,231.19593811035156,231.19593811035156,231.19593811035156,0
2020-08-21,243.3641357421875,243.3641357421875,234.00397667518027,234.00397667518027,650
2020-08-24,242.89613342285156,242.89613342285156,242.89613342285156,242.89613342285156,500
2020-08-25,266.2965393066406,266.2965393066406,253.19231593126992,253.19231593126992,852
2020-08-26,273.3166198730469,273.3166198730469,271.4445882300808,271.4445882300808,277
2020-08-27,273.3166198730469,280.80474644491113,273.3166198730469,280.80474644491113,248
2020-08-28,278.9327392578125,280.33676311313707,278.9327392578125,280.33676311313707,152
2020-08-31,289.6969299316406,289.6969299316406,289.6969299316406,289.6969299316406,18
2020-09-01,288.29290771484375,289.22892364898286,288.29290771484375,289.22892364898286,37
2020-09-02,288.29290771484375,288.29290771484375,288.29290771484375,288.29290771484375,0
2020-09-03,288.29290771484375,288.29290771484375,288.29290771484375,288.29290771484375,0
2020-09-04,288.29290771484375,280.80478024173095,280.80478024173095,280.80478024173095,10
2020-09-07,270.9765930175781,270.9765930175781,270.9765930175781,270.9765930175781,20
2020-09-08,262.5524597167969,262.5524597167969,262.08445176721256,262.08445176721256,386
2020-09-09,269.76544189453125,269.76544189453125,269.76544189453125,269.76544189453125,0
2020-09-10,269.76544189453125,269.76544189453125,269.76544189453125,269.76544189453125,0
2020-09-11,269.76544189453125,269.76544189453125,269.76544189453125,269.76544189453125,0
2020-09-14,262.5524597167969,262.5524597167969,262.5524597167969,262.5524597167969,18
2020-09-15,260.1481628417969,260.1481628417969,260.1481628417969,260.1481628417969,50
2020-09-16,259.66729736328125,269.2846046730324,250.04999005353008,250.04999005353008,117
2020-09-17,259.66729736328125,259.66729736328125,259.66729736328125,259.66729736328125,0
2020-09-18,259.66729736328125,259.66729736328125,259.66729736328125,259.66729736328125,0
2020-09-21,269.2845764160156,269.2845764160156,259.6672701154436,259.6672701154436,337
2020-09-22,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2020-09-23,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2020-09-24,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2020-09-25,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2020-09-28,269.76544189453125,269.76544189453125,269.76544189453125,269.76544189453125,5
2020-09-29,270.7271423339844,270.7271423339844,270.7271423339844,270.7271423339844,15
2020-09-30,302.4643249511719,302.4643249511719,288.0383635067599,288.0383635067599,37
2020-10-01,302.4643249511719,302.4643249511719,302.4643249511719,302.4643249511719,22
2020-10-02,307.27294921875,307.27294921875,307.27294921875,307.27294921875,20
2020-10-05,306.79205322265625,306.79205322265625,306.79205322265625,306.79205322265625,10
2020-10-06,306.79205322265625,306.79205322265625,306.79205322265625,306.79205322265625,0
2020-10-07,306.79205322265625,306.79205322265625,306.79205322265625,306.79205322265625,0
2020-10-08,306.3112487792969,306.3112487792969,306.3112487792969,306.3112487792969,4
2020-10-09,306.3112487792969,306.3112487792969,306.3112487792969,306.3112487792969,0
2020-10-13,306.3112487792969,306.3112487792969,306.3112487792969,306.3112487792969,0
2020-10-14,305.83038330078125,305.83038330078125,305.83038330078125,305.83038330078125,2
2020-10-15,305.83038330078125,305.83038330078125,305.83038330078125,305.83038330078125,0
2020-10-16,305.83038330078125,305.83038330078125,305.83038330078125,305.83038330078125,0
2020-10-19,305.83038330078125,305.83038330078125,305.83038330078125,305.83038330078125,20
2020-10-20,305.83038330078125,305.83038330078125,305.83038330078125,305.83038330078125,0
2020-10-21,303.4260559082031,303.4260559082031,303.4260559082031,303.4260559082031,15
2020-10-22,303.4260559082031,303.4260559082031,303.4260559082031,303.4260559082031,0
2020-10-23,298.13653564453125,298.13653564453125,298.13653564453125,298.13653564453125,13
2020-10-26,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,10
2020-10-27,287.5574645996094,287.5574645996094,287.5574645996094,287.5574645996094,22
2020-10-28,287.5574645996094,287.5574645996094,287.5574645996094,287.5574645996094,0
2020-10-29,287.5574645996094,287.5574645996094,287.5574645996094,287.5574645996094,0
2020-10-30,242.3561553955078,269.28461710611975,242.3561553955078,269.28461710611975,3550
2020-11-02,250.0499725341797,250.0499725341797,241.39439656184268,241.39439656184268,6
2020-11-03,278.90191650390625,278.90191650390625,269.2846090382543,269.2846090382543,141
2020-11-04,292.3661193847656,292.3661193847656,288.5191967612819,288.5191967612819,385
2020-11-05,293.3278503417969,293.3278503417969,292.36611968493855,292.36611968493855,1035
2020-11-06,293.3278503417969,293.3278503417969,293.3278503417969,293.3278503417969,500
2020-11-09,283.7105712890625,283.7105712890625,283.7105712890625,283.7105712890625,999
2020-11-10,283.7105712890625,283.7105712890625,283.7105712890625,283.7105712890625,0
2020-11-11,278.90191650390625,278.90191650390625,278.90191650390625,278.90191650390625,333
2020-11-12,298.13653564453125,298.13653564453125,283.71057424237654,283.71057424237654,101
2020-11-13,298.13653564453125,298.13653564453125,298.13653564453125,298.13653564453125,0
2020-11-16,298.13653564453125,298.13653564453125,298.13653564453125,298.13653564453125,0
2020-11-17,298.13653564453125,298.13653564453125,283.71057424237654,283.71057424237654,51
2020-11-18,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,29
2020-11-19,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,50
2020-11-20,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,25
2020-11-24,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,210
2020-11-25,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,99
2020-11-26,288.5191955566406,292.84698348999024,288.5191955566406,292.84698348999024,121
2020-11-27,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,0
2020-11-30,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,10
2020-12-01,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-02,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,3
2020-12-03,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-04,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-09,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-10,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-11,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-14,292.3661193847656,293.3278500406366,288.5191967612819,288.5191967612819,128
2020-12-15,292.3661193847656,292.3661193847656,269.2845836438631,292.3661193847656,112
2020-12-16,292.3661193847656,292.3661193847656,288.5191967612819,291.88525405683015,485
2020-12-17,292.3661193847656,292.3661193847656,292.3661193847656,292.3661193847656,0
2020-12-18,293.3278503417969,293.3278503417969,293.3278503417969,293.3278503417969,180
2020-12-21,293.3278503417969,293.3278503417969,293.3278503417969,293.3278503417969,0
2020-12-22,291.8852844238281,291.8852844238281,291.8852844238281,291.8852844238281,2
2020-12-23,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,20
2020-12-28,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-29,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2020-12-30,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2021-01-04,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2021-01-05,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2021-01-06,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2021-01-07,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2021-01-08,292.84698486328125,292.84698486328125,292.84698486328125,292.84698486328125,0
2021-01-11,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,20
2021-01-12,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,250
2021-01-13,288.5191955566406,288.5191955566406,288.5191955566406,288.5191955566406,0
2021-01-14,287.5574645996094,287.5574645996094,287.5574645996094,287.5574645996094,151
2021-01-15,283.7105712890625,283.7105712890625,283.7105712890625,283.7105712890625,6
2021-01-18,278.90191650390625,278.90191650390625,278.90191650390625,278.90191650390625,200
2021-01-19,278.90191650390625,278.90191650390625,278.90191650390625,278.90191650390625,96
2021-01-20,278.90191650390625,278.90191650390625,278.90191650390625,278.90191650390625,100
2021-01-21,274.0932312011719,274.0932312011719,274.0932312011719,274.0932312011719,100
2021-01-22,274.0932312011719,274.0932312011719,274.0932312011719,274.0932312011719,0
2021-01-25,274.0932312011719,274.0932312011719,274.0932312011719,274.0932312011719,0
2021-01-26,274.0932312011719,274.0932312011719,274.0932312011719,274.0932312011719,0
2021-01-27,274.0932312011719,274.0932312011719,274.0932312011719,274.0932312011719,0
2021-01-28,274.0932312011719,274.0932312011719,274.0932312011719,274.0932312011719,0
2021-01-29,293.3278503417969,293.3278503417969,293.3278503417969,293.3278503417969,2
2021-02-01,293.3278503417969,293.3278503417969,293.3278503417969,293.3278503417969,0
2021-02-02,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,21
2021-02-03,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-04,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-05,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-08,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-09,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-10,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-11,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-12,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-17,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-18,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-19,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-22,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-23,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-24,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-25,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-02-26,290.4426574707031,290.4426574707031,290.4426574707031,290.4426574707031,0
2021-03-01,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,30
2021-03-02,254.85862731933594,254.85862731933594,254.85862731933594,254.85862731933594,23
2021-03-03,254.85862731933594,254.85862731933594,254.85862731933594,254.85862731933594,41
2021-03-04,254.85862731933594,254.85862731933594,254.85862731933594,254.85862731933594,0
2021-03-05,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,300
2021-03-08,235.6240234375,235.6240234375,235.6240234375,235.6240234375,100
2021-03-09,245.2413330078125,245.72219836665133,245.2413330078125,245.72219836665133,52
2021-03-10,232.7388153076172,232.7388153076172,232.7388153076172,232.7388153076172,110
2021-03-11,232.7388153076172,232.7388153076172,232.7388153076172,232.7388153076172,0
2021-03-12,232.7388153076172,232.7388153076172,232.7388153076172,232.7388153076172,0
2021-03-15,232.7388153076172,232.7388153076172,232.7388153076172,232.7388153076172,0
2021-03-16,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,100
2021-03-17,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,200
2021-03-18,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-03-19,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-03-22,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-03-23,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-03-25,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-03-26,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-03-29,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,7
2021-03-30,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-03-31,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-05,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,126
2021-04-06,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-07,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-08,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-09,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-12,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-13,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-14,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-15,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-16,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-19,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-20,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-21,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-22,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,3
2021-04-23,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-26,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,678
2021-04-27,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-28,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,0
2021-04-29,240.9135284423828,240.9135284423828,240.9135284423828,240.9135284423828,503
2021-04-30,240.9135284423828,240.9135284423828,240.9135284423828,240.9135284423828,0
2021-05-03,240.9135284423828,240.9135284423828,240.9135284423828,240.9135284423828,0
2021-05-04,240.9135284423828,240.9135284423828,240.9135284423828,240.9135284423828,0
2021-05-05,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,16
2021-05-06,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,2
2021-05-07,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2021-05-10,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2021-05-11,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,21
2021-05-12,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2021-05-13,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,1000
2021-05-14,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2021-05-17,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2021-05-18,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,2
2021-05-19,269.2845764160156,269.2845764160156,269.2845764160156,269.2845764160156,0
2021-05-20,264.4759521484375,269.2846058238636,264.4759521484375,269.2846058238636,4
2021-05-21,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,0
2021-05-26,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,0
2021-05-27,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,0
2021-05-28,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,0
2021-05-31,264.4759521484375,264.4759521484375,264.4759521484375,264.4759521484375,0
2021-06-01,254.85862731933594,259.6672806649838,254.85862731933594,259.6672806649838,35
2021-06-02,250.0499725341797,252.93516452495868,250.0499725341797,252.93516452495868,388
2021-06-03,248.12652587890625,248.12652587890625,248.12652587890625,248.12652587890625,53
2021-06-04,250.0499725341797,250.0499725341797,250.0499725341797,250.0499725341797,57
2021-06-07,250.0499725341797,250.0499725341797,250.0499725341797,250.0499725341797,1000
2021-06-08,247.16477966308594,247.16477966308594,247.16477966308594,247.16477966308594,158
2021-06-09,247.16477966308594,247.16477966308594,247.16477966308594,247.16477966308594,1200
2021-06-10,240.43267822265625,240.43267822265625,240.43267822265625,240.43267822265625,96
2021-06-11,231.77708435058594,231.77708435058594,221.19804730553844,221.19804730553844,28
2021-06-14,231.77708435058594,231.77708435058594,231.77708435058594,231.77708435058594,0
2021-06-15,231.77708435058594,231.77708435058594,231.77708435058594,231.77708435058594,0
